edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring_abandono
36,0,Travel_Rarely,Sales,2,Universitaria,Medical,513,Media,Media,3,Sales Executive,Media,Married,7596,1,No,13,Alta,Media,2,10,2,10,9,0,91152,19141.92,0.08116957484307356
30,1,Travel_Frequently,Research & Development,4,Universitaria,Technical Degree,514,Alta,Alta,1,Research Scientist,Alta,Single,2285,9,Yes,23,Muy_Alta,Alta,0,3,4,1,0,0,27420,4414.62,0.913142857142857
37,0,Travel_Rarely,Research & Development,14,Universitaria,Life Sciences,515,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3034,1,No,12,Alta,Alta,1,18,2,18,12,17,36408,7172.376,0.0400221297279474
40,0,Travel_Rarely,Sales,2,Universitaria,Marketing,516,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5715,7,No,12,Alta,Alta,2,8,5,5,1,3,68580,13990.32,0.04492273819175519
42,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,517,Media,Alta,1,Laboratory Technician,Alta,Divorced,2576,3,No,16,Alta,Media,1,8,5,5,1,2,30912,6089.664000000001,0.049821191193123136
37,0,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,518,Alta,Alta,2,Manufacturing Director,Alta,Single,4197,2,Yes,12,Alta,Muy_Alta,0,18,2,1,0,1,50364,10274.256,0.04578213046540555
43,0,Travel_Rarely,Research & Development,12,Secundaria,Life Sciences,520,Baja,Media,4,Research Director,Media,Divorced,14336,1,No,11,Alta,Alta,1,25,3,25,3,9,172032,36126.72,0.005390343850256944
40,0,Travel_Rarely,Research & Development,2,Secundaria,Medical,521,Media,Media,2,Laboratory Technician,Alta,Married,3448,6,No,22,Muy_Alta,Media,1,20,3,1,0,0,41376,8151.072,0.049986286831798746
54,0,Travel_Rarely,Research & Development,5,Universitaria,Medical,522,Baja,Alta,5,Research Director,Alta,Married,19406,4,No,11,Alta,Alta,1,24,4,4,1,2,232872,48903.119999999995,0.01577109069619002
34,0,Non-Travel,Sales,4,Universitaria,Marketing,523,Alta,Alta,2,Sales Executive,Alta,Married,6538,9,No,15,Alta,Baja,1,6,3,3,1,2,78456,16475.76,0.05437340828727075
31,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,524,Media,Alta,2,Manufacturing Director,Alta,Married,4306,1,No,12,Alta,Media,1,13,5,13,3,12,51672,10541.088,0.02985712615489646
43,0,Travel_Frequently,Research & Development,21,Universitaria,Medical,525,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2258,7,No,20,Muy_Alta,Baja,1,8,1,3,1,2,27096,4362.456,0.03627578965608889
43,0,Travel_Rarely,Research & Development,8,Universitaria,Other,526,Alta,Alta,2,Healthcare Representative,Alta,Divorced,4522,4,Yes,14,Alta,Muy_Alta,0,8,3,5,0,2,54264,11069.856,0.038122631616854204
25,0,Travel_Rarely,Sales,4,Secundaria,Life Sciences,527,Media,Media,2,Sales Executive,Media,Single,4487,1,Yes,11,Alta,Media,0,5,3,5,1,3,53844,10984.176,0.1458002229251983
37,0,Non-Travel,Research & Development,25,Universitaria,Medical,529,Media,Alta,2,Research Scientist,Alta,Married,4449,3,Yes,15,Alta,Baja,2,15,2,13,10,7,53388,10891.152,0.1790324619129732
31,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,530,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2218,1,No,12,Alta,Alta,1,4,3,4,3,2,26616,4285.176,0.06713967901783233
39,0,Travel_Frequently,Research & Development,1,Universitaria,Life Sciences,531,Media,Alta,5,Manager,Alta,Divorced,19197,1,Yes,14,Alta,Alta,1,21,3,21,1,6,230364,48376.439999999995,0.02023112089638111
56,0,Travel_Frequently,Sales,6,Master,Life Sciences,532,Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13212,9,No,11,Alta,Muy_Alta,3,36,0,7,7,7,158544,33294.24,0.09837306293671647
30,0,Travel_Rarely,Sales,12,Universitaria,Technical Degree,533,Media,Alta,2,Sales Executive,Alta,Single,6577,0,No,11,Alta,Media,0,6,6,5,4,4,78924,16574.04,0.05253870054169435
41,0,Travel_Rarely,Sales,1,Master,Marketing,534,Media,Muy_Alta,3,Sales Executive,Alta,Married,8392,1,No,16,Alta,Alta,1,10,2,10,0,7,100704,21147.84,0.03376873863661555
28,0,Travel_Rarely,Research & Development,17,Universitaria,Medical,536,Alta,Alta,2,Laboratory Technician,Alta,Divorced,4558,1,No,12,Alta,Muy_Alta,1,10,2,10,1,8,54696,11157.983999999999,0.03578109575227497
25,1,Travel_Rarely,Research & Development,3,Universitaria,Medical,538,Baja,Alta,1,Laboratory Technician,Alta,Married,4031,5,No,13,Alta,Alta,1,6,5,2,0,2,48372,9529.284,0.050985954511733385
52,0,Travel_Rarely,Research & Development,3,Secundaria,Medical,543,Muy_Alta,Media,3,Manufacturing Director,Media,Married,7969,2,Yes,14,Alta,Alta,0,28,4,5,0,4,95628,20081.88,0.06336693352109214
45,0,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,544,Baja,Alta,1,Research Scientist,Alta,Married,2654,3,No,21,Muy_Alta,Muy_Alta,2,8,3,2,0,2,31848,6274.0560000000005,0.023839619867722258
52,0,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,546,Muy_Alta,Alta,4,Manager,Alta,Married,16555,2,No,13,Alta,Muy_Alta,0,31,2,5,1,4,198660,41718.6,0.018527046069294836
42,0,Travel_Frequently,Research & Development,29,Universitaria,Life Sciences,547,Baja,Alta,2,Research Scientist,Alta,Divorced,4556,2,No,11,Alta,Media,1,19,3,5,0,2,54672,11153.088,0.023993876990775775
30,0,Travel_Rarely,Research & Development,2,Primaria,Life Sciences,548,Alta,Baja,2,Manufacturing Director,Baja,Single,6091,2,No,20,Muy_Alta,Alta,0,11,2,5,0,2,73092,14910.767999999998,0.09592057964022356
60,0,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,549,Baja,Alta,5,Manager,Alta,Married,19566,5,No,11,Alta,Muy_Alta,0,33,5,29,11,10,234792,49306.32,0.23375951218070853
46,0,Travel_Rarely,Research & Development,18,Universitaria,Medical,550,Alta,Alta,2,Manufacturing Director,Alta,Divorced,4810,2,No,14,Alta,Alta,1,19,5,10,0,8,57720,11774.88,0.02267946994111622
42,0,Travel_Frequently,Research & Development,28,Universitaria,Technical Degree,551,Muy_Alta,Alta,2,Healthcare Representative,Alta,Married,4523,0,No,11,Alta,Muy_Alta,3,7,4,6,0,4,54276,11072.304,0.12474943162679614
24,1,Travel_Rarely,Sales,1,Universitaria,Technical Degree,554,Baja,Alta,1,Sales Representative,Alta,Single,3202,1,Yes,16,Alta,Media,0,6,4,5,1,4,38424,7569.528,0.7330872351873299
34,1,Travel_Frequently,Sales,6,Primaria,Marketing,555,Muy_Alta,Baja,1,Sales Representative,Baja,Divorced,2351,0,No,16,Alta,Muy_Alta,1,3,3,2,1,0,28212,4542.1320000000005,0.2838835917705483
38,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,556,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,1702,1,Yes,23,Muy_Alta,Alta,1,1,3,1,0,0,20424,3288.264,0.5553869047619048
40,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,558,Alta,Alta,5,Manager,Alta,Married,18041,0,No,14,Alta,Muy_Alta,0,21,2,20,1,12,216492,45463.32,0.013946259678913395
26,0,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,560,Baja,Alta,1,Research Scientist,Alta,Divorced,2886,1,No,22,Muy_Alta,Media,2,3,3,3,0,2,34632,6822.504,0.009436868874831564
30,0,Non-Travel,Research & Development,3,Universitaria,Life Sciences,562,Alta,Alta,1,Laboratory Technician,Alta,Married,2097,4,No,15,Alta,Alta,1,9,3,5,1,4,25164,4051.404,0.057004169223009445
29,0,Travel_Rarely,Research & Development,3,Secundaria,Medical,564,Media,Media,3,Research Director,Media,Married,11935,1,No,18,Alta,Alta,0,10,2,10,0,7,143220,30076.199999999997,0.10022093584427504
29,1,Travel_Rarely,Research & Development,25,Secundaria,Technical Degree,565,Alta,Media,1,Research Scientist,Media,Married,2546,5,No,16,Alta,Media,0,6,2,2,1,1,30552,6018.744000000001,0.6299205159344027
19,1,Travel_Rarely,Human Resources,2,Secundaria,Technical Degree,566,Baja,Media,1,Human Resources,Media,Single,2564,1,No,12,Alta,Alta,0,1,3,1,0,0,30768,6061.296,0.5900848054275475
30,0,Non-Travel,Sales,22,Universitaria,Other,567,Alta,Alta,3,Sales Executive,Alta,Married,8412,0,No,11,Alta,Alta,0,10,3,9,7,8,100944,21198.239999999998,0.10310050374611474
57,0,Travel_Rarely,Sales,29,Secundaria,Marketing,568,Baja,Media,4,Manager,Media,Divorced,14118,3,No,12,Alta,Alta,1,32,3,1,0,0,169416,35577.36,0.00552890682588825
50,0,Travel_Rarely,Research & Development,29,Secundaria,Life Sciences,569,Media,Media,4,Manager,Media,Married,17046,0,No,15,Alta,Media,1,28,2,27,15,7,204552,42955.92,0.10402583071288714
30,0,Non-Travel,Research & Development,2,Universitaria,Medical,571,Alta,Alta,1,Laboratory Technician,Alta,Single,2564,0,No,14,Alta,Alta,0,12,2,11,6,7,30768,6061.296,0.13272453506712403
60,0,Travel_Frequently,Sales,28,Secundaria,Marketing,573,Alta,Media,3,Sales Executive,Media,Married,10266,4,No,19,Alta,Muy_Alta,0,22,5,18,13,11,123192,25870.32,0.2733029136159743
47,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,574,Baja,Alta,2,Manufacturing Director,Alta,Divorced,5070,5,No,13,Alta,Alta,3,20,2,5,0,4,60840,12411.359999999999,0.05827398061157418
46,0,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,575,Baja,Alta,4,Research Director,Alta,Married,17861,6,No,13,Alta,Alta,0,26,2,3,0,1,214332,45009.72,0.027475380812925616
35,0,Travel_Rarely,Research & Development,22,Primaria,Life Sciences,577,Muy_Alta,Baja,1,Laboratory Technician,Alta,Single,4230,0,No,15,Alta,Alta,0,6,2,5,4,3,50760,10355.039999999999,0.17657503228640775
54,0,Travel_Rarely,Research & Development,8,Universitaria,Life Sciences,578,Alta,Alta,2,Laboratory Technician,Alta,Single,3780,7,No,11,Alta,Alta,0,19,3,1,0,0,45360,8935.92,0.07349885637923498
34,0,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,579,Muy_Alta,Media,1,Research Scientist,Media,Divorced,2768,3,No,12,Alta,Alta,1,14,3,7,5,7,33216,6543.552000000001,0.032308836645155714
46,0,Travel_Rarely,Sales,10,Secundaria,Marketing,580,Alta,Media,3,Sales Executive,Media,Married,9071,2,Yes,19,Alta,Alta,1,15,3,3,1,2,108852,22858.92,0.053756661680510034
31,0,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,581,Alta,Alta,3,Manufacturing Director,Alta,Divorced,10648,1,No,25,Muy_Alta,Muy_Alta,1,13,6,13,0,8,127776,26832.96,0.020634529243480283
33,1,Travel_Rarely,Research & Development,15,Universitaria,Medical,582,Media,Alta,3,Manager,Alta,Married,13610,7,Yes,12,Alta,Muy_Alta,0,15,2,7,7,7,163320,34297.2,0.5813524982988422
33,1,Travel_Rarely,Research & Development,10,Primaria,Medical,584,Baja,Baja,1,Laboratory Technician,Baja,Divorced,3408,7,No,13,Alta,Baja,3,8,2,4,1,3,40896,8056.512000000001,0.5528166213483721
30,0,Travel_Rarely,Sales,7,Universitaria,Marketing,585,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2983,0,No,14,Alta,Baja,0,4,3,3,1,2,35796,7051.812,0.16711847086655907
35,0,Travel_Rarely,Research & Development,16,Universitaria,Life Sciences,586,Muy_Alta,Alta,3,Healthcare Representative,Alta,Married,7632,4,Yes,12,Alta,Alta,0,10,2,8,0,0,91584,19232.64,0.0758713545511533
31,1,Travel_Frequently,Research & Development,20,Universitaria,Life Sciences,587,Baja,Alta,3,Healthcare Representative,Alta,Married,9824,3,No,12,Alta,Baja,0,12,2,1,0,0,117888,24756.48,0.2959035602583427
34,1,Travel_Frequently,Human Resources,23,Universitaria,Human Resources,590,Media,Alta,3,Human Resources,Alta,Divorced,9950,9,Yes,15,Alta,Alta,3,11,2,3,0,2,119400,25074.0,0.5627752286892105
42,0,Travel_Frequently,Research & Development,5,Universitaria,Other,591,Media,Alta,1,Laboratory Technician,Alta,Married,2093,4,No,17,Alta,Muy_Alta,1,8,4,2,2,0,25116,4043.676,0.04606027726048503
36,0,Non-Travel,Sales,10,Universitaria,Medical,592,Media,Alta,3,Sales Executive,Alta,Single,9980,1,No,14,Alta,Muy_Alta,0,10,3,10,9,7,119760,25149.6,0.062072971891958435
22,1,Travel_Frequently,Research & Development,4,Secundaria,Technical Degree,593,Alta,Media,1,Laboratory Technician,Media,Single,3894,5,No,16,Alta,Alta,0,4,3,2,1,2,46728,9205.416000000001,0.5940378919929958
48,0,Travel_Rarely,Sales,2,Universitaria,Marketing,595,Media,Alta,2,Sales Executive,Alta,Married,4051,2,No,14,Alta,Baja,1,14,2,9,6,7,48612,9576.564,0.027356622604090067
55,0,Travel_Rarely,Sales,18,Universitaria,Life Sciences,597,Baja,Alta,4,Manager,Alta,Single,16835,3,No,23,Muy_Alta,Muy_Alta,0,37,2,10,7,7,202020,42424.2,0.08939261983328858
41,0,Non-Travel,Sales,10,Universitaria,Life Sciences,599,Muy_Alta,Alta,2,Sales Executive,Alta,Single,6230,7,No,14,Alta,Muy_Alta,0,16,3,14,1,10,74760,15251.039999999999,0.054418629794258926
35,0,Travel_Rarely,Sales,1,Universitaria,Marketing,600,Media,Alta,2,Sales Executive,Alta,Married,4717,9,No,11,Alta,Alta,0,15,2,11,6,9,56604,11547.215999999999,0.10564372788569878
40,0,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,601,Media,Alta,4,Manufacturing Director,Alta,Single,13237,7,No,15,Alta,Alta,0,22,3,20,5,13,158844,33357.24,0.016508867386669172
39,0,Travel_Frequently,Research & Development,8,Universitaria,Life Sciences,602,Alta,Alta,1,Laboratory Technician,Alta,Married,3755,1,No,11,Alta,Baja,1,8,3,8,0,7,45060,8876.82,0.049514486498256044
31,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,604,Media,Alta,2,Sales Executive,Alta,Single,6582,4,Yes,13,Alta,Alta,0,10,2,6,0,5,78984,16586.64,0.14030660275241605
42,0,Travel_Rarely,Research & Development,24,Universitaria,Medical,605,Muy_Alta,Alta,3,Manufacturing Director,Alta,Married,7406,1,Yes,21,Muy_Alta,Muy_Alta,1,10,5,10,5,8,88872,18663.12,0.1418214332825082
45,0,Travel_Rarely,Sales,2,Universitaria,Other,606,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4805,0,No,19,Alta,Media,1,9,3,8,3,7,57660,11762.64,0.0395898621598636
26,1,Travel_Frequently,Human Resources,17,Universitaria,Life Sciences,608,Media,Alta,1,Human Resources,Alta,Divorced,2741,0,Yes,11,Alta,Media,1,8,2,7,1,0,32892,6479.724,0.32202153603444517
29,0,Travel_Rarely,Research & Development,19,Universitaria,Technical Degree,611,Muy_Alta,Alta,2,Manufacturing Director,Alta,Divorced,4262,4,No,12,Alta,Media,2,8,2,3,1,2,51144,10433.376,0.01947292732632526
33,0,Travel_Rarely,Research & Development,1,Master,Medical,612,Baja,Muy_Alta,4,Research Director,Muy_Alta,Divorced,16184,4,No,19,Alta,Alta,1,10,2,6,0,5,194208,40783.68,0.005393052813083832
31,0,Travel_Rarely,Sales,7,Secundaria,Life Sciences,613,Alta,Media,3,Manager,Media,Divorced,11557,9,No,21,Muy_Alta,Alta,1,10,3,5,0,1,138684,29123.64,0.06855163545883271
18,1,Travel_Frequently,Sales,5,Universitaria,Marketing,614,Media,Alta,1,Sales Representative,Alta,Single,1878,1,Yes,14,Alta,Muy_Alta,0,0,3,0,0,0,22536,3628.2960000000003,0.98
40,0,Non-Travel,Sales,28,Universitaria,Other,615,Alta,Baja,3,Sales Executive,Baja,Divorced,10932,3,No,15,Alta,Alta,1,20,2,1,0,1,131184,27548.64,0.07616063628173059
41,0,Non-Travel,Research & Development,2,Secundaria,Other,616,Baja,Media,2,Healthcare Representative,Media,Single,6811,2,Yes,17,Alta,Baja,0,10,3,8,0,7,81732,17163.72,0.06416670774956125
26,0,Travel_Rarely,Sales,29,Universitaria,Medical,618,Baja,Alta,2,Sales Executive,Alta,Divorced,4306,5,No,12,Alta,Baja,2,8,5,0,0,0,51672,10541.088,0.1848998664819339
35,0,Travel_Rarely,Sales,1,Universitaria,Medical,620,Baja,Alta,2,Sales Executive,Alta,Single,4859,1,No,16,Alta,Muy_Alta,0,5,3,5,0,3,58308,11894.831999999999,0.08411809496346968
34,0,Travel_Rarely,Sales,21,Master,Life Sciences,621,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5337,1,No,12,Alta,Muy_Alta,0,10,3,10,5,7,64044,13064.975999999999,0.09563037074665022
26,1,Travel_Rarely,Research & Development,24,Primaria,Technical Degree,622,Alta,Baja,1,Laboratory Technician,Baja,Single,2340,1,Yes,18,Alta,Media,0,1,3,1,0,0,28080,4520.88,0.9485714285714286
37,0,Travel_Rarely,Research & Development,1,Universitaria,Technical Degree,623,Media,Alta,3,Manufacturing Director,Alta,Single,7491,4,No,17,Alta,Muy_Alta,0,12,3,6,1,2,89892,18877.32,0.029780506654646134
46,0,Travel_Frequently,Research & Development,18,Universitaria,Medical,624,Baja,Alta,3,Healthcare Representative,Alta,Married,10527,5,No,11,Alta,Muy_Alta,0,28,3,2,1,2,126324,26528.039999999997,0.09385367348211344
41,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,625,Media,Alta,4,Manager,Alta,Married,16595,7,No,16,Alta,Media,1,22,2,18,11,8,199140,41819.4,0.019980944128297765
37,0,Non-Travel,Sales,9,Universitaria,Medical,626,Baja,Alta,3,Sales Executive,Alta,Divorced,8834,1,No,13,Alta,Muy_Alta,1,9,6,9,7,7,106008,22261.68,0.03476377591008533
52,0,Travel_Rarely,Research & Development,6,Universitaria,Technical Degree,630,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5577,3,Yes,12,Alta,Media,2,18,3,10,6,9,66924,13652.496,0.02355569855320196
32,1,Non-Travel,Sales,11,Master,Other,631,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4707,8,No,12,Alta,Muy_Alta,0,6,2,4,1,2,56484,11522.735999999999,0.4548536749135107
24,0,Travel_Frequently,Sales,24,Universitaria,Medical,632,Muy_Alta,Alta,1,Sales Representative,Alta,Married,2400,0,No,13,Alta,Alta,2,3,3,2,2,1,28800,4636.8,0.15291455016473865
38,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,634,Alta,Alta,2,Healthcare Representative,Alta,Married,9824,3,No,19,Alta,Alta,1,18,4,1,0,0,117888,24756.48,0.09083029485587257
37,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,635,Media,Alta,2,Manufacturing Director,Alta,Married,6447,6,No,12,Alta,Media,1,8,2,6,4,3,77364,16246.439999999999,0.023193653018113554
49,0,Travel_Rarely,Research & Development,18,Secundaria,Life Sciences,638,Muy_Alta,Media,5,Research Director,Media,Divorced,19502,1,Yes,17,Alta,Alta,1,31,5,31,0,9,234024,49145.04,0.04055207539003322
24,0,Travel_Rarely,Research & Development,23,Master,Medical,639,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2725,1,Yes,11,Alta,Media,2,6,3,6,1,4,32700,6441.900000000001,0.1009686133437397
26,0,Travel_Rarely,Sales,28,Universitaria,Marketing,641,Baja,Alta,2,Sales Executive,Alta,Married,6272,1,No,20,Muy_Alta,Muy_Alta,2,6,5,5,1,4,75264,15805.439999999999,0.07708272966632014
24,0,Travel_Rarely,Research & Development,17,Secundaria,Other,643,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2127,1,No,21,Muy_Alta,Muy_Alta,1,1,2,1,0,0,25524,4109.3640000000005,0.14897762564395575
50,0,Travel_Frequently,Human Resources,3,Universitaria,Medical,644,Baja,Alta,5,Manager,Alta,Married,18200,1,No,11,Alta,Alta,1,32,2,32,10,7,218400,45864.0,0.046796075071042074
25,0,Travel_Rarely,Sales,13,Universitaria,Medical,645,Media,Alta,1,Sales Representative,Alta,Married,2096,1,No,11,Alta,Alta,0,7,1,7,0,6,25152,4049.472,0.16703526220228607
24,1,Travel_Frequently,Research & Development,7,Universitaria,Life Sciences,647,Baja,Alta,1,Laboratory Technician,Alta,Married,2886,1,Yes,16,Alta,Muy_Alta,1,6,4,6,1,2,34632,6822.504,0.20749020481797736
30,1,Travel_Frequently,Sales,12,Secundaria,Life Sciences,648,Media,Media,1,Sales Representative,Media,Married,2033,1,No,18,Alta,Alta,1,1,2,1,0,0,24396,3927.7560000000003,0.7070606060606061
34,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,649,Media,Media,1,Research Scientist,Alta,Married,3622,1,Yes,13,Alta,Muy_Alta,1,6,3,6,1,3,43464,8562.408000000001,0.11125286307718708
31,1,Travel_Rarely,Sales,13,Universitaria,Medical,650,Media,Alta,2,Sales Executive,Alta,Divorced,4233,2,No,17,Alta,Alta,0,9,2,3,1,2,50796,10362.384,0.04956373339815823
35,0,Travel_Rarely,Research & Development,25,Universitaria,Other,652,Baja,Media,2,Laboratory Technician,Media,Single,3681,4,No,14,Alta,Muy_Alta,0,9,3,3,0,2,44172,8701.884,0.07120221724265986
31,0,Travel_Rarely,Sales,6,Master,Medical,653,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5460,4,No,22,Muy_Alta,Muy_Alta,2,13,4,7,5,7,65520,13366.08,0.04666702529155248
27,0,Travel_Rarely,Research & Development,6,Secundaria,Medical,655,Baja,Media,1,Research Scientist,Media,Divorced,2187,0,No,12,Alta,Alta,2,6,5,5,0,3,26244,4225.284000000001,0.07367386875085445
37,0,Travel_Rarely,Sales,2,Universitaria,Marketing,656,Muy_Alta,Alta,2,Sales Executive,Alta,Married,9602,4,Yes,11,Alta,Alta,1,17,3,3,1,0,115224,24197.04,0.15721581865330012
20,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,657,Muy_Alta,Media,1,Research Scientist,Media,Single,2836,1,No,13,Alta,Muy_Alta,0,1,0,1,0,0,34032,6704.304,0.10757072913056114
42,0,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,659,Alta,Alta,2,Healthcare Representative,Alta,Married,4089,1,No,13,Alta,Media,2,10,4,10,2,2,49068,9666.396,0.018407946947950567
43,0,Travel_Rarely,Research & Development,6,Secundaria,Other,661,Media,Media,4,Research Director,Media,Divorced,16627,4,Yes,14,Alta,Alta,1,21,3,1,0,0,199524,41900.04,0.008277586629142786
38,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,662,Alta,Alta,1,Research Scientist,Alta,Single,2619,3,No,17,Alta,Muy_Alta,0,8,3,0,0,0,31428,6191.316000000001,0.08540250736885785
43,0,Travel_Frequently,Research & Development,9,Universitaria,Medical,663,Muy_Alta,Alta,2,Laboratory Technician,Alta,Divorced,5679,3,Yes,13,Alta,Media,1,10,3,8,4,7,68148,13902.192,0.03113282138776387
48,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,664,Muy_Alta,Media,4,Manager,Media,Married,15402,7,No,11,Alta,Baja,1,21,3,3,0,2,184824,38813.04,0.016898617402067197
44,0,Travel_Rarely,Human Resources,1,Secundaria,Life Sciences,665,Baja,Media,2,Human Resources,Media,Single,5985,4,No,11,Alta,Media,0,10,1,2,0,2,71820,14651.279999999999,0.09890076409980875
34,0,Travel_Rarely,Sales,14,Universitaria,Technical Degree,666,Alta,Alta,1,Sales Representative,Alta,Divorced,2579,1,Yes,18,Alta,Muy_Alta,2,8,3,8,0,6,30948,6096.756,0.4094500734592545
27,1,Travel_Rarely,Sales,2,Universitaria,Marketing,667,Alta,Alta,1,Sales Representative,Alta,Divorced,3041,0,No,11,Alta,Media,1,5,3,4,0,2,36492,7188.924,0.5212969315975898
21,0,Travel_Rarely,Sales,22,Universitaria,Technical Degree,669,Alta,Alta,1,Sales Representative,Alta,Single,3447,1,No,11,Alta,Alta,0,3,2,3,1,2,41364,8148.7080000000005,0.13926501716858994
44,0,Travel_Rarely,Research & Development,3,Universitaria,Other,671,Muy_Alta,Alta,5,Manager,Alta,Married,19513,4,Yes,12,Alta,Baja,1,26,2,2,0,1,234156,49172.759999999995,0.09867296556826796
22,0,Travel_Rarely,Research & Development,6,Universitaria,Medical,675,Baja,Alta,1,Research Scientist,Alta,Married,2773,0,No,20,Muy_Alta,Muy_Alta,0,3,3,2,2,2,33276,6555.372,0.06500228259767252
33,0,Travel_Rarely,Sales,8,Universitaria,Marketing,677,Alta,Alta,2,Sales Executive,Alta,Divorced,7104,0,No,12,Alta,Muy_Alta,0,6,3,5,1,2,85248,17902.079999999998,0.01835837210263456
32,0,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,679,Baja,Alta,2,Research Scientist,Alta,Married,6322,1,Yes,12,Alta,Muy_Alta,1,6,2,6,0,5,75864,15931.439999999999,0.053780082874545256
30,0,Travel_Frequently,Research & Development,3,Universitaria,Medical,680,Alta,Alta,1,Research Scientist,Alta,Divorced,2083,1,No,20,Muy_Alta,Alta,1,1,2,1,0,0,24996,4024.356,0.12608766233766233
53,0,Travel_Rarely,Sales,1,Universitaria,Medical,682,Muy_Alta,Alta,2,Sales Executive,Alta,Single,8381,7,No,20,Muy_Alta,Muy_Alta,0,18,2,14,8,10,100572,21120.12,0.09341265080883546
34,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,683,Media,Alta,1,Research Scientist,Alta,Married,2691,1,No,12,Alta,Muy_Alta,1,10,4,10,8,8,32292,6361.524,0.0265645904884511
45,1,Travel_Frequently,Sales,26,Universitaria,Life Sciences,684,Baja,Alta,2,Sales Executive,Alta,Married,4286,2,No,14,Alta,Muy_Alta,2,5,4,1,0,0,51432,10492.127999999999,0.5525389353761426
26,0,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,686,Alta,Alta,1,Laboratory Technician,Alta,Married,2659,1,Yes,13,Alta,Alta,1,3,2,3,0,2,31908,6285.876,0.2116758073538399
37,0,Travel_Rarely,Research & Development,3,Universitaria,Other,689,Alta,Alta,3,Manufacturing Director,Alta,Married,9434,1,No,15,Alta,Alta,1,10,2,10,7,8,113208,23773.68,0.040949061679308583
29,0,Travel_Rarely,Sales,3,Universitaria,Medical,690,Media,Alta,2,Sales Executive,Alta,Married,5561,1,No,14,Alta,Baja,1,6,5,6,1,2,66732,13613.328,0.02870891135500675
35,0,Travel_Rarely,Research & Development,6,Primaria,Life Sciences,691,Media,Baja,2,Research Scientist,Baja,Single,6646,1,No,13,Alta,Media,0,17,3,17,11,8,79752,16747.92,0.05776933113564226
33,0,Travel_Frequently,Research & Development,6,Universitaria,Life Sciences,692,Alta,Alta,2,Healthcare Representative,Alta,Divorced,7725,3,No,23,Muy_Alta,Alta,1,15,2,13,4,7,92700,19467.0,0.005613520528213253
54,0,Travel_Rarely,Human Resources,19,Universitaria,Medical,698,Alta,Alta,3,Human Resources,Alta,Married,10725,2,No,15,Alta,Alta,1,16,1,9,7,1,128700,27027.0,0.050293795583768244
